Column,Row,Name
43,4,Y33 
43,7,Y51 
43,10,Y69 
43,13,Y87
43,20,R15 
43,23,R30 
43,24,B555 
43,26,R33 
43,29,R47
43,30,B577 
43,31,Y212 
43,32,R62 
43,34,Y230 
43,35,R64
43,37,Y248 
43,41,R92 
43,44,R94 
43,45,B624 
43,48,B637
43,50,R121 
43,53,R124 
43,54,B656 
43,55,Y373 
43,56,R134
43,57,B671 
43,58,Y391 
43,60,B676 
43,61,Y409 
43,64,Y427
43,66,B694 
43,69,B706 
43,71,R188 
43,72,B716 
43,75,B731
43,77,R205 
43,82,Y552 
43,83,R227 
43,84,B755 
43,85,Y570
43,86,R233 
43,88,Y588 
43,89,R246 
43,92,R261 
43,93,B792
43,95,R271 
43,96,B796 
43,98,R276 
43,102,B819 
43,104,R298
43,105,B825 
43,106,Y713 
43,107,R307 
43,108,B834 
43,109,Y731
43,112,Y749 
43,113,R329 
43,115,Y767 
44,15,Y105 
44,18,Y123
44,21,Y141 
44,26,B583 
44,28,R25 
44,29,B587 
44,31,R40
44,32,B604 
44,34,R48 
44,35,B607 
44,38,B625 
44,39,Y266
44,41,B633 
44,42,Y284 
44,44,B641 
44,45,Y302 
44,47,B648
44,52,R107 
44,56,B684 
44,59,B687 
44,61,R141 
44,66,Y445
44,68,B719 
44,69,Y463 
44,72,Y481 
44,73,R178 
44,83,B768
44,86,B777 
44,88,R230 
44,89,B793 
44,90,Y606 
44,91,R234
44,92,B805 
44,93,Y624 
44,95,B812 
44,96,Y642 
44,97,R254
44,100,R266 
44,101,B827 
44,106,R290 
44,107,B847 
44,117,Y785
44,120,Y803 
44,123,Y821 
45,2,Y16 
45,5,Y34 
45,23,Y159
45,24,R0 
45,26,Y177 
45,29,Y195 
45,30,R18 
45,33,R26
45,34,B619 
45,36,R42 
45,37,B629 
45,39,R50 
45,40,B646
45,42,R57 
45,45,R66 
45,46,B666 
45,47,Y320 
45,49,B672
45,50,Y338 
45,51,R88 
45,53,Y356 
45,54,R103 
45,55,B689
45,56,Y374 
45,57,R108 
45,58,B705 
45,60,R115 
45,63,R131
45,64,B721 
45,70,B740 
45,72,R154 
45,74,Y499 
45,75,R166
45,76,B764 
45,77,Y517 
45,78,R177 
45,80,Y535 
45,82,B783
45,85,B791 
45,88,B803 
45,90,R223 
45,93,R231 
45,94,B821
45,96,R235 
45,97,B835 
45,98,Y660 
45,99,R245 
45,100,B840
45,101,Y678 
45,103,B849 
45,104,Y696 
45,105,R270 
45,107,Y714
45,125,Y839 
46,7,Y52 
46,10,Y70 
46,13,Y88 
46,30,B623
46,31,Y213 
46,32,R9 
46,34,Y231 
46,35,R16 
46,37,Y249
46,40,Y267 
46,41,R35 
46,45,B673 
46,47,R56 
46,50,R65
46,53,R75 
46,56,R85 
46,58,Y392 
46,59,R102 
46,60,B730
46,61,Y410 
46,63,B732 
46,64,Y428 
46,68,R129 
46,69,B760
46,71,R140 
46,74,R151 
46,77,R162 
46,78,B785 
46,80,R167
46,82,Y553 
46,85,Y571 
46,87,B814 
46,88,Y589 
46,89,R199
46,91,Y607 
46,92,R210 
46,93,B838 
46,95,R219 
46,96,B842
46,98,R226 
46,109,Y732 
46,112,Y750 
46,115,Y768 
47,15,Y106
47,18,Y124 
47,21,Y142 
47,34,R4 
47,37,R8 
47,42,Y285
47,43,R31 
47,44,B692 
47,45,Y303 
47,48,Y321 
47,52,R55
47,53,B720 
47,56,B726 
47,58,R79 
47,61,R90 
47,62,B746
47,64,R95 
47,65,B756 
47,66,Y446 
47,67,R106 
47,69,Y464
47,70,R116 
47,72,Y482 
47,73,R133 
47,76,R137 
47,80,B809
47,82,R157 
47,83,B820 
47,85,R165 
47,92,B845 
47,93,Y625
47,96,Y643 
47,99,Y661 
47,117,Y786 
47,120,Y804 
47,123,Y822
48,2,Y17 
48,5,Y35 
48,23,Y160 
48,26,Y178 
48,29,Y196
48,32,Y214 
48,42,R10 
48,43,B699 
48,45,R21 
48,46,B712
48,49,B724 
48,50,Y339 
48,53,Y357 
48,55,B743 
48,56,Y375
48,58,B748 
48,60,R69 
48,63,R76 
48,64,B773 
48,67,B779
48,69,R100 
48,70,B788 
48,72,R114 
48,73,B802 
48,74,Y500
48,75,R118 
48,76,B810 
48,77,Y518 
48,78,R127 
48,79,B823
48,80,Y536 
48,82,B832 
48,83,Y554 
48,88,B852 
48,90,R171
48,101,Y679 
48,104,Y697 
48,107,Y715 
48,125,Y840 
49,7,Y53
49,10,Y71 
49,13,Y89 
49,16,Y107 
49,34,Y232 
49,37,Y250
49,40,Y268 
49,42,B717 
49,47,R13 
49,48,B737 
49,50,R23
49,51,B742 
49,53,R34 
49,54,B752 
49,56,R41 
49,58,Y393
49,59,R49 
49,60,B774 
49,61,Y411 
49,62,R59 
49,63,B784
49,64,Y429 
49,67,Y447 
49,68,R81 
49,71,R87 
49,75,B828
49,77,R109 
49,78,B833 
49,80,R119 
49,85,Y572 
49,88,Y590
49,91,Y608 
49,109,Y733 
49,112,Y751 
49,115,Y769 
49,118,Y787
50,18,Y125 
50,21,Y143 
50,24,Y161 
50,42,Y286 
50,45,Y304
50,48,Y322 
50,49,R1 
50,50,B757 
50,53,B766 
50,55,R19
50,56,B776 
50,59,B787 
50,61,R38 
50,62,B794 
50,64,R51
50,65,B804 
50,67,R58 
50,69,Y465 
50,70,R67 
50,71,B824
50,72,Y483 
50,74,B836 
50,75,Y501 
50,76,R89 
50,79,R98
50,93,Y626 
50,96,Y644 
50,99,Y662 
50,120,Y805 
50,123,Y823
50,126,Y841 
51,2,Y18 
51,5,Y36 
51,8,Y54 
51,26,Y179
51,29,Y197 
51,32,Y215 
51,50,Y340 
51,53,Y358 
51,56,Y376
51,58,B799 
51,59,Y394 
51,60,R22 
51,61,B815 
51,64,B818
51,67,B829 
51,70,B841 
51,73,B846 
51,75,R71 
51,77,Y519
51,80,Y537 
51,83,Y555 
51,101,Y680 
51,104,Y698 
51,107,Y716
51,110,Y734 
52,59,R2 
52,62,R11 
52,63,B830 
52,65,R20
52,66,B843 
52,68,R36 
52,71,R45 
53,62,B850 
53,64,R6
53,65,B853
